# static_c=1_k=2_n=250_b=-0.1_p=0.7
#
# N1	aoic	stdev
0	-1.04521	0.00132527
3	-1.03393	0.00522981
6	-1.0196	0.0358025
9	-1.00277	0.0653285
12	-0.982054	0.107616
15	-0.939334	0.218726
18	-0.885815	0.300369
21	-0.794087	0.418444
24	-0.651105	0.561346
27	-0.380517	0.729817
30	-0.124337	0.795196
33	0.121193	0.785218
36	0.413109	0.713235
39	0.609925	0.609621
42	0.805207	0.444545
45	0.887948	0.328824
48	0.935079	0.241264
51	0.979129	0.151592
54	0.987371	0.154411
57	1.00699	0.0907424
60	1.01997	0.0559127
63	1.03	0.0506529
66	1.03687	0.0435581
69	1.04418	0.0287937
72	1.0517	0.0245354
75	1.05663	0.024206
78	1.06138	0.0246776
81	1.06815	0.0191026
84	1.0711	0.0217776
87	1.07857	0.0186508
90	1.0834	0.0172462
93	1.08793	0.0157035
96	1.09249	0.0163263
99	1.09854	0.0135861
102	1.10347	0.0108053
105	1.10784	0.0100391
108	1.11232	0.0102948
111	1.11698	0.00877331
114	1.12138	0.00906835
117	1.12617	0.0077757
120	1.13062	0.00680496
123	1.13494	0.00609357
126	1.13892	0.00715014
129	1.14366	0.00502588
132	1.14771	0.00599635
135	1.15205	0.00472933
138	1.15633	0.00464556
141	1.16049	0.00344076
144	1.16434	0.00517452
147	1.16863	0.0036142
150	1.17277	0.00404342
