# dynamic_c=1_k=2_n=250_b=-0.08_p=0.9
#
# N1	aoic	stdev
0	-1.04648	0.000309826
3	-1.0325	0.0896582
6	-1.01411	0.154569
9	-0.990952	0.217275
12	-0.952306	0.310326
15	-0.86008	0.479959
18	-0.759375	0.562228
21	-0.566854	0.699425
24	-0.317977	0.833731
27	-0.108487	0.885556
30	0.147294	0.894847
33	0.460535	0.820191
36	0.684557	0.688208
39	0.831368	0.546402
42	0.95497	0.35666
45	1.00872	0.223525
48	1.0366	0.112633
51	1.04149	0.110248
54	1.05094	0.0680451
57	1.05865	0.000629271
60	1.06329	0.000657833
63	1.0679	0.000660523
66	1.07248	0.000663827
69	1.07706	0.000644991
72	1.08159	0.000654995
75	1.08612	0.000655202
78	1.09055	0.000668041
81	1.09503	0.000640384
84	1.09947	0.000634902
87	1.1039	0.000649924
90	1.10828	0.000636431
93	1.11269	0.000622916
96	1.11699	0.000655237
99	1.12133	0.000614384
102	1.1256	0.00061998
105	1.12995	0.000645529
108	1.13419	0.00062238
111	1.13845	0.000625192
114	1.14268	0.000605372
117	1.14686	0.00061384
120	1.15108	0.000617218
123	1.15522	0.000600958
126	1.15937	0.000606067
129	1.16352	0.000605001
132	1.16764	0.000598324
135	1.17172	0.000570076
138	1.1758	0.000606157
141	1.1799	0.000584443
144	1.18394	0.000558429
147	1.18796	0.000567254
150	1.19197	0.000554335
