# static_c=1_k=2_n=250_b=-0.04_p=0.5
#
# N1	aoic	stdev
0	-0.931856	0.356117
3	-0.756316	0.551448
6	-0.664363	0.583224
9	-0.446058	0.687981
12	-0.163553	0.754868
15	0.0865897	0.738341
18	0.374734	0.673626
21	0.544283	0.574121
24	0.71505	0.439854
27	0.818254	0.34264
30	0.897193	0.220314
33	0.925144	0.177331
36	0.954342	0.132549
39	0.974897	0.104095
42	0.988152	0.0850744
45	1.00362	0.0615098
48	1.00983	0.0550662
51	1.02093	0.0499748
54	1.03005	0.0473818
57	1.03756	0.0416959
60	1.04606	0.0363341
63	1.05107	0.0367728
66	1.05793	0.0336589
69	1.06361	0.0321328
72	1.07291	0.0269499
75	1.07603	0.0266279
78	1.08281	0.0245884
81	1.08809	0.0231362
84	1.09413	0.020409
87	1.09992	0.0186784
90	1.10562	0.0175488
93	1.10952	0.0170211
96	1.11476	0.0160988
99	1.11842	0.0175645
102	1.12412	0.014535
105	1.12885	0.0128083
108	1.13395	0.0115667
111	1.13844	0.0105626
114	1.14215	0.0114786
117	1.147	0.0101512
120	1.15136	0.00925469
123	1.15594	0.00857033
126	1.16013	0.00732379
129	1.16361	0.00867934
132	1.16795	0.00778619
135	1.17231	0.0067489
138	1.17645	0.00570613
141	1.18043	0.00577194
144	1.1848	0.00428427
147	1.18837	0.00512959
150	1.19244	0.00439273
