# static_c=1_k=2_n=250_b=-0.02_p=0.3
#
# N1	aoic	stdev
0	-0.511838	0.44906
3	-0.284253	0.501582
6	-0.0755666	0.494558
9	0.0715822	0.475374
12	0.257283	0.429172
15	0.383799	0.390249
18	0.515217	0.317997
21	0.607424	0.286644
24	0.684108	0.237713
27	0.747436	0.19054
30	0.786014	0.173027
33	0.829237	0.149054
36	0.866443	0.126186
39	0.887806	0.119676
42	0.911482	0.104663
45	0.932916	0.0954537
48	0.953492	0.0838198
51	0.96858	0.0788081
54	0.985385	0.0724345
57	1.00075	0.0625778
60	1.01192	0.0604308
63	1.02579	0.0566677
66	1.03837	0.0477316
69	1.04457	0.0484612
72	1.05264	0.0489614
75	1.06294	0.0422851
78	1.07101	0.0376498
81	1.08079	0.0362472
84	1.0861	0.0349471
87	1.09282	0.0320694
90	1.10106	0.0291475
93	1.10712	0.0268266
96	1.11387	0.0254608
99	1.12028	0.0231478
102	1.12661	0.0203308
105	1.13085	0.020088
108	1.13502	0.0199623
111	1.14176	0.0170436
114	1.1467	0.0154638
117	1.15108	0.0141511
120	1.15612	0.013036
123	1.16042	0.0131384
126	1.16479	0.011751
129	1.16908	0.011719
132	1.17361	0.00995894
135	1.1785	0.00807025
138	1.18215	0.00839342
141	1.18637	0.00754958
144	1.19061	0.00636646
147	1.19437	0.00708728
150	1.1982	0.00683613
