# static_c=1_k=2_n=250_b=-0.08_p=0
#
# N1	aoic	stdev
0	-0.953988	0.0732895
3	-0.866783	0.0788006
6	-0.779736	0.0825088
9	-0.690385	0.0890791
12	-0.605473	0.0946086
15	-0.518396	0.0985491
18	-0.437707	0.103124
21	-0.353694	0.103949
24	-0.281121	0.102088
27	-0.197256	0.108105
30	-0.12955	0.10629
33	-0.0493802	0.104027
36	0.01248	0.112676
39	0.078849	0.107115
42	0.148178	0.106561
45	0.215288	0.106662
48	0.267029	0.102299
51	0.319585	0.106308
54	0.381676	0.101
57	0.433494	0.1045
60	0.475235	0.0972443
63	0.527558	0.101315
66	0.575703	0.096295
69	0.61641	0.0966965
72	0.656819	0.0933652
75	0.693679	0.0905771
78	0.730776	0.0878554
81	0.762958	0.0839638
84	0.797168	0.0845613
87	0.821204	0.0820522
90	0.8516	0.0822018
93	0.879168	0.0729947
96	0.90222	0.0760517
99	0.923365	0.0705498
102	0.949465	0.0666187
105	0.96878	0.0628307
108	0.988558	0.0598001
111	1.00332	0.0597986
114	1.02452	0.0547282
117	1.03781	0.0545462
120	1.05338	0.0504969
123	1.0681	0.0474447
126	1.08093	0.0416609
129	1.09115	0.0414658
132	1.10403	0.0387521
135	1.11056	0.0385799
138	1.12225	0.035492
141	1.13356	0.0321214
144	1.14285	0.0287424
147	1.15009	0.0283059
150	1.15583	0.0266502
