# dynamic_c=1_k=2_n=250_b=-0.04_p=0.9
#
# N1	aoic	stdev
0	-0.904913	0.482275
3	-0.788855	0.635672
6	-0.675964	0.738333
9	-0.490906	0.845828
12	-0.215296	0.936604
15	0.0529761	0.956799
18	0.308806	0.913599
21	0.578594	0.792136
24	0.745701	0.659589
27	0.87746	0.502929
30	0.973327	0.326007
33	1.02437	0.164566
36	1.03276	0.142891
39	1.04261	0.106161
42	1.05231	0.052056
45	1.05849	0.000565168
48	1.06299	0.000594334
51	1.06754	0.000616826
54	1.07203	0.000617788
57	1.07649	0.000574812
60	1.08096	0.000619179
63	1.08534	0.000633693
66	1.08974	0.000631602
69	1.09413	0.000638803
72	1.09846	0.000611303
75	1.10278	0.000623077
78	1.10712	0.000620725
81	1.11139	0.00062972
84	1.11564	0.000623077
87	1.11991	0.000624576
90	1.12413	0.000617623
93	1.12834	0.000621659
96	1.13256	0.00062898
99	1.13676	0.000591476
102	1.14088	0.000622256
105	1.14506	0.000603954
108	1.14915	0.000601255
111	1.15319	0.000582678
114	1.15732	0.00060137
117	1.16143	0.000588
120	1.16541	0.000597502
123	1.16945	0.000566844
126	1.17351	0.000592456
129	1.17749	0.000564974
132	1.1815	0.000594479
135	1.18544	0.000579957
138	1.18938	0.000563821
141	1.19332	0.000556628
144	1.19729	0.000528758
147	1.20115	0.000538478
150	1.20501	0.000548463
