# dynamic_c=1_k=2_n=250_b=-0.08_p=0.5
#
# N1	aoic	stdev
0	-1.04725	0.000235139
3	-1.03435	0.0634777
6	-1.02434	0.00432603
9	-0.996065	0.166161
12	-0.97142	0.197054
15	-0.87753	0.361463
18	-0.779076	0.460428
21	-0.665456	0.573968
24	-0.471147	0.72716
27	-0.232237	0.835446
30	0.112237	0.88603
33	0.351272	0.845276
36	0.663287	0.696929
39	0.840217	0.52828
42	0.948049	0.365689
45	1.00864	0.220837
48	1.03729	0.106888
51	1.04962	0.0005934
54	1.05427	0.000587201
57	1.05893	0.000610077
60	1.06354	0.000616718
63	1.06811	0.000639481
66	1.07267	0.000616028
69	1.07723	0.000639256
72	1.08176	0.000627932
75	1.08629	0.000642291
78	1.09077	0.000648982
81	1.0952	0.000640244
84	1.09965	0.000668098
87	1.10404	0.000638149
90	1.10843	0.000639088
93	1.11285	0.000628779
96	1.1172	0.000641237
99	1.12154	0.000600709
102	1.1258	0.000637063
105	1.13011	0.000636395
108	1.13435	0.000662161
111	1.13863	0.00064369
114	1.14289	0.00059202
117	1.14709	0.000622827
120	1.15124	0.000611118
123	1.15543	0.000597072
126	1.15962	0.000611537
129	1.16372	0.00059625
132	1.16785	0.000607166
135	1.17197	0.000603699
138	1.17603	0.000584455
141	1.1801	0.000589915
144	1.1842	0.000545818
147	1.1882	0.000596248
150	1.1922	0.00057436
