# dynamic_c=1_k=2_n=250_b=-0.04_p=0.3
#
# N1	aoic	stdev
0	-0.987724	0.277845
3	-0.901456	0.428497
6	-0.76135	0.588473
9	-0.546156	0.759473
12	-0.360851	0.83456
15	-0.0269932	0.896272
18	0.292898	0.853166
21	0.579357	0.723682
24	0.784458	0.556132
27	0.927853	0.362533
30	0.992992	0.232528
33	1.03798	0.0414985
36	1.04276	0.0482736
39	1.04956	0.00732345
42	1.05429	0.000490403
45	1.05885	0.000489849
48	1.0633	0.00054091
51	1.06781	0.000499646
54	1.07228	0.00055644
57	1.07672	0.000536734
60	1.08113	0.000578498
63	1.08553	0.000550667
66	1.08992	0.000554305
69	1.09427	0.00058254
72	1.09859	0.000594852
75	1.10294	0.000609375
78	1.10722	0.000579892
81	1.1115	0.000596891
84	1.11574	0.000607311
87	1.12	0.000603609
90	1.12424	0.000616297
93	1.12845	0.000594538
96	1.13262	0.000598945
99	1.1368	0.000571595
102	1.14099	0.000634835
105	1.14512	0.000610736
108	1.14928	0.000579267
111	1.15336	0.000614725
114	1.15745	0.000604503
117	1.16152	0.00058573
120	1.16557	0.000602109
123	1.1696	0.000585814
126	1.17365	0.000590051
129	1.17764	0.000619057
132	1.18161	0.000580737
135	1.18561	0.000570449
138	1.1896	0.000590981
141	1.19352	0.000583376
144	1.19745	0.000538904
147	1.20139	0.000547427
150	1.20526	0.000535856
