# dynamic_c=1_k=2_n=250_b=-0.04_p=0
#
# N1	aoic	stdev
0	-0.522149	0.15099
3	-0.421219	0.156536
6	-0.33818	0.151214
9	-0.247999	0.142085
12	-0.167136	0.144287
15	-0.0873961	0.133505
18	-0.00978071	0.133277
21	0.0659279	0.133057
24	0.13239	0.124261
27	0.192795	0.124861
30	0.255352	0.117319
33	0.317896	0.116158
36	0.366796	0.114296
39	0.417793	0.110076
42	0.470132	0.107988
45	0.511684	0.107055
48	0.562674	0.109692
51	0.594266	0.0982952
54	0.637686	0.0982648
57	0.676448	0.0963854
60	0.717297	0.0948475
63	0.750231	0.0830094
66	0.778448	0.0866609
69	0.805555	0.0849338
72	0.834517	0.0826205
75	0.861624	0.0781444
78	0.894621	0.0744148
81	0.910831	0.0726203
84	0.934338	0.0699036
87	0.955018	0.0638994
90	0.973322	0.0637695
93	0.992338	0.0608063
96	1.01284	0.0561
99	1.02963	0.0532624
102	1.04255	0.0502612
105	1.06028	0.0473799
108	1.06884	0.047571
111	1.08305	0.0427725
114	1.09701	0.041615
117	1.10704	0.0387828
120	1.11837	0.0365176
123	1.12662	0.035127
126	1.13467	0.0338758
129	1.14594	0.0299177
132	1.15409	0.0277086
135	1.15853	0.0275932
138	1.168	0.025067
141	1.17426	0.0229619
144	1.18201	0.020563
147	1.18919	0.0181064
150	1.1935	0.0184813
