# dynamic_c=1_k=2_n=250_b=-0.04_p=0.1
#
# N1	aoic	stdev
0	-0.944405	0.151185
3	-0.836531	0.207956
6	-0.683615	0.255351
9	-0.522645	0.297158
12	-0.339781	0.32244
15	-0.174027	0.33686
18	-0.00260972	0.323314
21	0.142239	0.306454
24	0.294784	0.286086
27	0.41684	0.270683
30	0.53658	0.251771
33	0.645155	0.226142
36	0.729066	0.212197
39	0.820668	0.176397
42	0.873513	0.155196
45	0.92415	0.128493
48	0.965772	0.105788
51	1.00068	0.0794084
54	1.02044	0.0655793
57	1.03925	0.0520994
60	1.0556	0.041366
63	1.06769	0.0322302
66	1.07581	0.0278935
69	1.08321	0.0243337
72	1.09106	0.0189255
75	1.0974	0.0155477
78	1.10299	0.0139097
81	1.10895	0.00889401
84	1.11284	0.0106731
87	1.11836	0.00732793
90	1.12308	0.00536421
93	1.12747	0.00484683
96	1.1319	0.00344623
99	1.13595	0.00598207
102	1.14057	0.00148985
105	1.14466	0.00161444
108	1.14884	0.0022002
111	1.15296	0.00153754
114	1.15713	0.000644567
117	1.1611	0.00184378
120	1.16517	0.00147946
123	1.16931	0.000637094
126	1.17331	0.00064753
129	1.17732	0.000593634
132	1.18136	0.000616617
135	1.18537	0.000619226
138	1.18931	0.000595682
141	1.19327	0.000624592
144	1.19721	0.000570787
147	1.20117	0.000591952
150	1.20508	0.000594886
