# dynamic_c=1_k=2_n=250_b=-0.04_p=0.7
#
# N1	aoic	stdev
0	-0.935502	0.422299
3	-0.820913	0.594381
6	-0.690722	0.720324
9	-0.487784	0.839719
12	-0.296366	0.908693
15	0.0144211	0.954654
18	0.276151	0.920539
21	0.562835	0.801006
24	0.766695	0.638247
27	0.914059	0.443646
30	0.968472	0.338448
33	1.01604	0.204451
36	1.04161	0.0760708
39	1.04958	0.000540661
42	1.05417	0.000556495
45	1.05879	0.000569466
48	1.06331	0.000555108
51	1.06779	0.000586952
54	1.07228	0.000583597
57	1.07674	0.000599416
60	1.08115	0.000571588
63	1.08557	0.000585075
66	1.08993	0.000576618
69	1.09433	0.000601949
72	1.09867	0.000600721
75	1.10299	0.00060077
78	1.10732	0.00058042
81	1.1116	0.000636864
84	1.11585	0.000615796
87	1.12015	0.000598005
90	1.12434	0.000625237
93	1.12856	0.00060756
96	1.13272	0.000585048
99	1.13691	0.000597117
102	1.14109	0.000619343
105	1.14523	0.000619212
108	1.14933	0.000583537
111	1.15344	0.000615963
114	1.1575	0.000577728
117	1.16158	0.000586734
120	1.16564	0.00054498
123	1.16966	0.000577607
126	1.17368	0.000574061
129	1.17772	0.000562978
132	1.18165	0.000560825
135	1.18563	0.000541677
138	1.1896	0.00056059
141	1.1935	0.000537986
144	1.19748	0.000527679
147	1.20136	0.000546633
150	1.20527	0.000518382
