# btc	count	prob
0.000534098	1	0.0001
0.0005345	1	0.0001
0.000534916	1	0.0001
0.000535399	1	0.0001
0.000538453	1	0.0001
0.000539408	1	0.0001
0.000541371	1	0.0001
0.000542831	2	0.0002
0.000543329	2	0.0002
0.00054677	1	0.0001
0.000547419	1	0.0001
0.000548332	1	0.0001
0.000549566	1	0.0001
0.000549715	4	0.0004
0.000549715	2	0.0002
0.00054996	1	0.0001
0.000551678	1	0.0001
0.000555285	1	0.0001
0.000555359	1	0.0001
0.000556586	1	0.0001
0.000556586	3	0.0003
0.00055855	1	0.0001
0.000558836	1	0.0001
0.000561167	1	0.0001
0.000562136	1	0.0001
0.000563458	1	0.0001
0.000566261	1	0.0001
0.000566893	4	0.0004
0.000566945	1	0.0001
0.000569184	1	0.0001
0.00057262	1	0.0001
0.000572976	1	0.0001
0.000573765	1	0.0001
0.000573765	1	0.0001
0.000574583	1	0.0001
0.000574828	1	0.0001
0.000575327	1	0.0001
0.000575483	1	0.0001
0.000576039	1	0.0001
0.000576145	1	0.0001
0.00057868	1	0.0001
0.000580636	1	0.0001
0.00058376	1	0.0001
0.000584072	2	0.0002
0.000586035	1	0.0001
0.000586035	1	0.0001
0.000586322	1	0.0001
0.000586526	1	0.0001
0.000590943	2	0.0002
0.000590943	1	0.0001
0.000591008	1	0.0001
0.000591851	1	0.0001
0.000593576	1	0.0001
0.000594223	1	0.0001
0.000594959	1	0.0001
0.000596342	1	0.0001
0.00059667	1	0.0001
0.000599622	1	0.0001
0.000601251	4	0.0004
0.000601741	1	0.0001
0.000604686	1	0.0001
0.000608122	1	0.0001
0.000608122	3	0.0003
0.000608873	1	0.0001
0.00060984	3	0.0003
0.000610085	1	0.0001
0.000613521	1	0.0001
0.000614579	1	0.0001
0.000614993	1	0.0001
0.000614993	1	0.0001
0.000616555	2	0.0002
0.000617448	1	0.0001
0.000618273	2	0.0002
0.000618355	1	0.0001
0.000618429	1	0.0001
0.000618429	10	0.001
0.000619247	1	0.0001
0.000621553	1	0.0001
0.00062301	1	0.0001
0.000623583	1	0.0001
0.000624155	1	0.0001
0.000624245	1	0.0001
0.000625301	1	0.0001
0.000627108	1	0.0001
0.000627264	1	0.0001
0.000630945	1	0.0001
0.000631272	1	0.0001
0.000632172	1	0.0001
0.000632875	1	0.0001
0.000634135	1	0.0001
0.000635608	3	0.0003
0.000635608	1	0.0001
0.000636004	1	0.0001
0.000639133	1	0.0001
0.000641334	1	0.0001
0.000641743	1	0.0001
0.000642479	2	0.0002
0.00064297	1	0.0001
0.000644156	1	0.0001
0.000644197	1	0.0001
0.000645603	1	0.0001
0.00064616	1	0.0001
0.000646703	1	0.0001
0.000646733	1	0.0001
0.000647042	1	0.0001
0.00064706	1	0.0001
0.000647275	1	0.0001
0.000647702	1	0.0001
0.000648998	1	0.0001
0.000650087	1	0.0001
0.000652786	2	0.0002
0.000652786	1	0.0001
0.000653359	1	0.0001
0.000654013	1	0.0001
0.000654348	1	0.0001
0.00065475	1	0.0001
0.00065475	1	0.0001
0.000656467	1	0.0001
0.00065794	1	0.0001
0.000659249	1	0.0001
0.000659658	1	0.0001
0.000659658	5	0.0005
0.000661219	1	0.0001
0.000661376	1	0.0001
0.000665793	1	0.0001
0.000666529	1	0.0001
0.000666529	1	0.0001
0.000667347	1	0.0001
0.000669474	1	0.0001
0.000669965	1	0.0001
0.000669965	1	0.0001
0.000670456	1	0.0001
0.000671653	1	0.0001
0.000671928	1	0.0001
0.00067259	1	0.0001
0.000672679	1	0.0001
0.000673973	1	0.0001
0.000674464	1	0.0001
0.0006761	1	0.0001
0.000676836	1	0.0001
0.000677327	1	0.0001
0.000678554	2	0.0002
0.0006788	1	0.0001
0.000680518	1	0.0001
0.00068199	1	0.0001
0.000682972	1	0.0001
0.000683053	1	0.0001
0.000683061	1	0.0001
0.000683708	1	0.0001
0.000683708	1	0.0001
0.000684632	1	0.0001
0.000685998	1	0.0001
0.000686244	1	0.0001
0.00068685	1	0.0001
0.000687144	3	0.0003
0.000687962	1	0.0001
0.000688452	1	0.0001
0.000690111	1	0.0001
0.000690423	1	0.0001
0.000691033	3	0.0003
0.00069287	1	0.0001
0.000693288	2	0.0002
0.000694015	1	0.0001
0.000694015	1	0.0001
0.000695733	1	0.0001
0.000696551	1	0.0001
0.000697031	2	0.0002
0.000698023	1	0.0001
0.000698269	1	0.0001
0.000699741	1	0.0001
0.000701704	1	0.0001
0.000702032	1	0.0001
0.00070285	1	0.0001
0.000704322	2	0.0002
0.000704813	1	0.0001
0.000707758	1	0.0001
0.000708249	1	0.0001
0.000711194	1	0.0001
0.000711536	1	0.0001
0.000712911	1	0.0001
0.000712911	1	0.0001
0.000713157	1	0.0001
0.000713563	1	0.0001
0.000716593	2	0.0002
0.000716744	1	0.0001
0.000718571	1	0.0001
0.000718883	1	0.0001
0.00071941	1	0.0001
0.000721501	2	0.0002
0.000721501	1	0.0001
0.000722073	1	0.0001
0.000723139	1	0.0001
0.000723464	1	0.0001
0.000723704	1	0.0001
0.000725844	1	0.0001
0.000726498	1	0.0001
0.000726613	1	0.0001
0.0007269	2	0.0002
0.000727227	1	0.0001
0.000728372	3	0.0003
0.000728372	1	0.0001
0.000728863	1	0.0001
0.000730241	1	0.0001
0.000730335	1	0.0001
0.000731557	1	0.0001
0.000733771	1	0.0001
0.000733935	1	0.0001
0.000734098	1	0.0001
0.000735244	1	0.0001
0.000736798	1	0.0001
0.000736961	1	0.0001
0.000738679	2	0.0002
0.000740154	1	0.0001
0.000740354	1	0.0001
0.000740643	1	0.0001
0.000742757	2	0.0002
0.00074436	1	0.0001
0.000744406	1	0.0001
0.00074622	1	0.0001
0.000747429	2	0.0002
0.000748347	1	0.0001
0.000749477	1	0.0001
0.000750548	1	0.0001
0.00075095	2	0.0002
0.000751051	1	0.0001
0.000752259	1	0.0001
0.000752422	1	0.0001
0.000752995	1	0.0001
0.00075324	1	0.0001
0.00075414	1	0.0001
0.000755858	1	0.0001
0.000755858	1	0.0001
0.000757821	1	0.0001
0.00075791	1	0.0001
0.000758312	1	0.0001
0.000759294	1	0.0001
0.000759784	1	0.0001
0.000759784	1	0.0001
0.000760352	1	0.0001
0.000761257	1	0.0001
0.000762729	1	0.0001
0.000764844	1	0.0001
0.000767602	2	0.0002
0.000767883	1	0.0001
0.000768619	1	0.0001
0.000769233	1	0.0001
0.000769601	1	0.0001
0.000769601	1	0.0001
0.000769923	1	0.0001
0.000770238	2	0.0002
0.000771564	1	0.0001
0.000773036	3	0.0003
0.000773303	1	0.0001
0.000773698	1	0.0001
0.000776145	1	0.0001
0.000776472	1	0.0001
0.000778763	1	0.0001
0.000779908	1	0.0001
0.000781061	1	0.0001
0.000781833	1	0.0001
0.000782689	1	0.0001
0.00078318	1	0.0001
0.000783344	1	0.0001
0.000784272	1	0.0001
0.000785061	1	0.0001
0.000785307	1	0.0001
0.000785307	2	0.0002
0.000785634	1	0.0001
0.000785634	1	0.0001
0.000786779	1	0.0001
0.000787761	1	0.0001
0.000790215	2	0.0002
0.000792349	1	0.0001
0.000793651	1	0.0001
0.000793896	1	0.0001
0.000795287	1	0.0001
0.000796187	1	0.0001
0.000797327	1	0.0001
0.000798804	1	0.0001
0.00079905	2	0.0002
0.000799868	1	0.0001
0.000803884	1	0.0001
0.000804449	1	0.0001
0.000804776	1	0.0001
0.000809297	2	0.0002
0.000810339	1	0.0001
0.000810762	1	0.0001
0.000812468	2	0.0002
0.000813127	1	0.0001
0.000813498	1	0.0001
0.000814265	1	0.0001
0.000818028	1	0.0001
0.000819419	1	0.0001
0.000819419	1	0.0001
0.000821137	1	0.0001
0.000822516	1	0.0001
0.000822698	1	0.0001
0.000822854	2	0.0002
0.0008231	1	0.0001
0.000824081	1	0.0001
0.000824572	1	0.0001
0.000824572	3	0.0003
0.000824894	1	0.0001
0.000825679	1	0.0001
0.000825869	1	0.0001
0.000826536	1	0.0001
0.000828253	1	0.0001
0.000828424	1	0.0001
0.000828826	1	0.0001
0.000828895	1	0.0001
0.000831217	1	0.0001
0.000831444	1	0.0001
0.000831935	1	0.0001
0.000833162	1	0.0001
0.000833407	1	0.0001
0.000834879	1	0.0001
0.000834961	1	0.0001
0.000835452	1	0.0001
0.000836698	1	0.0001
0.000837006	1	0.0001
0.000837083	1	0.0001
0.000837088	1	0.0001
0.00083717	1	0.0001
0.000837505	1	0.0001
0.000838315	1	0.0001
0.000838575	1	0.0001
0.000838783	1	0.0001
0.000838806	1	0.0001
0.000840769	2	0.0002
0.000840851	1	0.0001
0.000841751	1	0.0001
0.000843714	1	0.0001
0.000845187	1	0.0001
0.000845432	1	0.0001
0.000846465	1	0.0001
0.000846994	1	0.0001
0.00084715	1	0.0001
0.000847881	1	0.0001
0.000848622	1	0.0001
0.00085034	1	0.0001
0.000851009	1	0.0001
0.000852058	1	0.0001
0.000852652	1	0.0001
0.000855828	1	0.0001
0.000857702	1	0.0001
0.000858761	1	0.0001
0.000858773	1	0.0001
0.000858929	1	0.0001
0.000858929	1	0.0001
0.000859591	1	0.0001
0.000860491	1	0.0001
0.000863832	1	0.0001
0.000865637	1	0.0001
0.000865801	1	0.0001
0.000865801	3	0.0003
0.000866619	1	0.0001
0.000867526	2	0.0002
0.000868582	1	0.0001
0.000869482	1	0.0001
0.000870942	1	0.0001
0.000871669	1	0.0001
0.000872672	1	0.0001
0.000876108	4	0.0004
0.000876353	1	0.0001
0.000876556	1	0.0001
0.000877171	1	0.0001
0.00087767	1	0.0001
0.000877826	1	0.0001
0.000877915	1	0.0001
0.000878715	1	0.0001
0.000879544	1	0.0001
0.000880488	1	0.0001
0.000881752	1	0.0001
0.000882325	1	0.0001
0.000882895	1	0.0001
0.000882979	5	0.0005
0.000882979	1	0.0001
0.00088347	1	0.0001
0.000884378	1	0.0001
0.000885761	1	0.0001
0.000886504	1	0.0001
0.000888378	1	0.0001
0.000889851	1	0.0001
0.000889851	1	0.0001
0.000890513	1	0.0001
0.000891405	1	0.0001
0.000892456	1	0.0001
0.000892714	1	0.0001
0.000892922	1	0.0001
0.000893287	1	0.0001
0.000893287	2	0.0002
0.000894685	1	0.0001
0.000896232	1	0.0001
0.000896313	1	0.0001
0.000899013	1	0.0001
0.000900158	1	0.0001
0.000901876	1	0.0001
0.000902047	1	0.0001
0.000902121	2	0.0002
0.00090362	1	0.0001
0.000904739	1	0.0001
0.000904925	1	0.0001
0.000905066	1	0.0001
0.000907029	1	0.0001
0.000909143	1	0.0001
0.000910465	2	0.0002
0.000910465	2	0.0002
0.000911283	1	0.0001
0.000912428	2	0.0002
0.000912837	1	0.0001
0.000913246	1	0.0001
0.000913737	1	0.0001
0.000914146	1	0.0001
0.000914474	1	0.0001
0.000914719	1	0.0001
0.000915619	2	0.0002
0.000916191	1	0.0001
0.000916483	1	0.0001
0.000917337	1	0.0001
0.000918469	1	0.0001
0.000919054	1	0.0001
0.000921702	1	0.0001
0.000922736	1	0.0001
0.000923192	1	0.0001
0.000924699	1	0.0001
0.000924959	1	0.0001
0.000926934	1	0.0001
0.000927644	1	0.0001
0.000927889	1	0.0001
0.000927889	1	0.0001
0.000928462	1	0.0001
0.000929362	2	0.0002
0.000934515	1	0.0001
0.000934515	1	0.0001
0.000935006	1	0.0001
0.000937618	1	0.0001
0.000938196	1	0.0001
0.000939937	3	0.0003
0.000941632	1	0.0001
0.000941913	1	0.0001
0.000942049	1	0.0001
0.00094335	1	0.0001
0.000943677	1	0.0001
0.000944081	1	0.0001
0.000944822	1	0.0001
0.000946786	1	0.0001
0.000947276	1	0.0001
0.000948258	1	0.0001
0.000948749	1	0.0001
0.000949731	1	0.0001
0.000952266	1	0.0001
0.00095244	1	0.0001
0.000952601	1	0.0001
0.000953412	1	0.0001
0.000954319	1	0.0001
0.000955119	1	0.0001
0.000955219	1	0.0001
0.000956825	1	0.0001
0.000957093	1	0.0001
0.000957509	1	0.0001
0.000958565	1	0.0001
0.000962001	2	0.0002
0.000962001	1	0.0001
0.000962533	1	0.0001
0.000963604	1	0.0001
0.000964782	1	0.0001
0.000965437	1	0.0001
0.000965682	1	0.0001
0.000965682	1	0.0001
0.000966835	1	0.0001
0.0009674	1	0.0001
0.000968136	1	0.0001
0.000968872	2	0.0002
0.000970332	1	0.0001
0.000970434	1	0.0001
0.00097104	1	0.0001
0.000971654	1	0.0001
0.000971661	1	0.0001
0.000972308	1	0.0001
0.000972611	1	0.0001
0.000972799	1	0.0001
0.00097297	1	0.0001
0.000973011	1	0.0001
0.000973706	1	0.0001
0.000973862	1	0.0001
0.000975089	1	0.0001
0.000975645	1	0.0001
0.000975744	1	0.0001
0.000975983	1	0.0001
0.000976848	1	0.0001
0.000978321	1	0.0001
0.00097918	2	0.0002
0.000979882	1	0.0001
0.000981621	1	0.0001
0.000981785	1	0.0001
0.000981805	1	0.0001
0.000983106	1	0.0001
0.000984472	1	0.0001
0.000984824	1	0.0001
0.000985069	2	0.0002
0.000986051	1	0.0001
0.000986467	1	0.0001
0.000987687	1	0.0001
0.000987776	1	0.0001
0.000988206	1	0.0001
0.000989087	2	0.0002
0.000989195	1	0.0001
0.000989833	1	0.0001
0.000990059	1	0.0001
0.000990959	1	0.0001
0.00099145	1	0.0001
0.000991777	1	0.0001
0.000993904	1	0.0001
0.000994738	1	0.0001
0.000995131	1	0.0001
0.000996132	1	0.0001
0.00099634	1	0.0001
0.000996358	3	0.0003
0.000996358	2	0.0002
0.000996604	2	0.0002
0.000996755	1	0.0001
0.000997499	2	0.0002
0.00100004	1	0.0001
0.00100094	1	0.0001
0.00100234	1	0.0001
0.00100323	3	0.0003
0.00100355	2	0.0002
0.00100468	1	0.0001
0.00100478	1	0.0001
0.00100479	1	0.0001
0.00100487	1	0.0001
0.00100519	1	0.0001
0.00100634	1	0.0001
0.00100872	1	0.0001
0.00100884	1	0.0001
0.00101019	1	0.0001
0.00101027	1	0.0001
0.00101085	1	0.0001
0.00101222	1	0.0001
0.00101232	1	0.0001
0.00101239	1	0.0001
0.00101354	1	0.0001
0.00101354	1	0.0001
0.00101378	1	0.0001
0.00101403	1	0.0001
0.00101418	1	0.0001
0.0010155	1	0.0001
0.0010155	1	0.0001
0.00101714	1	0.0001
0.00101926	2	0.0002
0.00101988	1	0.0001
0.00102059	1	0.0001
0.0010206	1	0.0001
0.00102077	1	0.0001
0.00102098	1	0.0001
0.00102139	1	0.0001
0.00102172	1	0.0001
0.00102246	1	0.0001
0.00102306	1	0.0001
0.00102433	1	0.0001
0.00102471	1	0.0001
0.00102581	1	0.0001
0.00102614	1	0.0001
0.00102655	1	0.0001
0.00102663	1	0.0001
0.00102703	1	0.0001
0.00102728	1	0.0001
0.00102728	1	0.0001
0.00102785	1	0.0001
0.00102871	1	0.0001
0.00102908	1	0.0001
0.00102924	1	0.0001
0.00102973	1	0.0001
0.00103072	2	0.0002
0.00103087	1	0.0001
0.00103268	1	0.0001
0.0010335	1	0.0001
0.00103399	1	0.0001
0.00103637	1	0.0001
0.00103652	1	0.0001
0.00103685	1	0.0001
0.00103759	1	0.0001
0.00103816	2	0.0002
0.00103896	1	0.0001
0.0010393	1	0.0001
0.00103954	1	0.0001
0.00104111	1	0.0001
0.00104127	1	0.0001
0.00104201	1	0.0001
0.00104203	1	0.0001
0.00104267	1	0.0001
0.00104274	1	0.0001
0.00104299	1	0.0001
0.00104307	1	0.0001
0.00104307	1	0.0001
0.00104372	1	0.0001
0.00104652	1	0.0001
0.00104712	1	0.0001
0.00104724	1	0.0001
0.00104789	1	0.0001
0.00104946	2	0.0002
0.00105133	1	0.0001
0.00105134	1	0.0001
0.00105194	1	0.0001
0.00105258	4	0.0004
0.00105305	1	0.0001
0.00105477	1	0.0001
0.00105513	1	0.0001
0.00105558	1	0.0001
0.00105648	1	0.0001
0.00105729	1	0.0001
0.00105992	1	0.0001
0.00106015	1	0.0001
0.00106016	1	0.0001
0.00106164	1	0.0001
0.00106188	1	0.0001
0.0010632	1	0.0001
0.0010636	1	0.0001
0.00106413	1	0.0001
0.00106507	1	0.0001
0.00106532	1	0.0001
0.00106589	1	0.0001
0.0010664	2	0.0002
0.00106688	1	0.0001
0.00106704	1	0.0001
0.00106704	1	0.0001
0.00106736	1	0.0001
0.00106828	1	0.0001
0.00106908	1	0.0001
0.00106978	1	0.0001
0.00107007	1	0.0001
0.0010708	1	0.0001
0.00107089	1	0.0001
0.00107121	1	0.0001
0.00107194	1	0.0001
0.00107236	1	0.0001
0.00107284	1	0.0001
0.00107315	1	0.0001
0.00107349	1	0.0001
0.00107351	1	0.0001
0.00107366	1	0.0001
0.00107458	1	0.0001
0.00107603	1	0.0001
0.00107636	1	0.0001
0.0010767	1	0.0001
0.0010771	1	0.0001
0.00107767	1	0.0001
0.00107882	1	0.0001
0.00107931	1	0.0001
0.00107957	1	0.0001
0.00108053	1	0.0001
0.00108064	1	0.0001
0.00108225	2	0.0002
0.00108332	1	0.0001
0.00108421	2	0.0002
0.00108483	1	0.0001
0.00108626	1	0.0001
0.00108666	1	0.0001
0.0010874	1	0.0001
0.00108823	1	0.0001
0.00108839	1	0.0001
0.00108888	1	0.0001
0.0010892	1	0.0001
0.00108961	1	0.0001
0.00109019	1	0.0001
0.00109125	1	0.0001
0.00109148	1	0.0001
0.00109177	2	0.0002
0.00109199	1	0.0001
0.00109298	1	0.0001
0.00109307	1	0.0001
0.00109412	1	0.0001
0.00109445	1	0.0001
0.00109641	1	0.0001
0.00109952	1	0.0001
0.00110115	1	0.0001
0.00110164	1	0.0001
0.00110237	1	0.0001
0.0011063	1	0.0001
0.00110728	1	0.0001
0.00110925	1	0.0001
0.00110946	1	0.0001
0.00111041	1	0.0001
0.00111195	2	0.0002
0.00111199	1	0.0001
0.00111203	1	0.0001
0.00111301	1	0.0001
0.00111399	1	0.0001
0.00111474	1	0.0001
0.00111489	1	0.0001
0.00111702	1	0.0001
0.00111926	1	0.0001
0.00111947	1	0.0001
0.00112049	1	0.0001
0.00112225	1	0.0001
0.00112348	2	0.0002
0.00112349	1	0.0001
0.00112479	1	0.0001
0.00112544	1	0.0001
0.00112608	1	0.0001
0.00112806	1	0.0001
0.00112945	1	0.0001
0.00113101	1	0.0001
0.00113111	1	0.0001
0.00113207	1	0.0001
0.0011324	1	0.0001
0.00113289	1	0.0001
0.00113289	1	0.0001
0.00113313	1	0.0001
0.0011333	1	0.0001
0.00113379	1	0.0001
0.00113461	1	0.0001
0.00113467	1	0.0001
0.00113535	1	0.0001
0.00113722	1	0.0001
0.00113771	1	0.0001
0.0011387	1	0.0001
0.00113919	1	0.0001
0.0011396	1	0.0001
0.0011396	1	0.0001
0.00113992	1	0.0001
0.00114066	1	0.0001
0.00114172	1	0.0001
0.00114425	1	0.0001
0.00114606	1	0.0001
0.00114753	1	0.0001
0.00114769	1	0.0001
0.00114925	1	0.0001
0.00115097	1	0.0001
0.00115178	1	0.0001
0.00115215	1	0.0001
0.00115293	1	0.0001
0.00115302	1	0.0001
0.00115366	1	0.0001
0.0011544	1	0.0001
0.00115456	1	0.0001
0.00115465	1	0.0001
0.00115465	1	0.0001
0.00115474	1	0.0001
0.00115694	1	0.0001
0.00115784	1	0.0001
0.00115833	1	0.0001
0.00115833	1	0.0001
0.0011589	1	0.0001
0.00115983	1	0.0001
0.00116011	1	0.0001
0.00116064	1	0.0001
0.00116356	1	0.0001
0.00116454	1	0.0001
0.00116607	1	0.0001
0.00116667	1	0.0001
0.00116667	1	0.0001
0.00116839	1	0.0001
0.00117093	1	0.0001
0.00117126	1	0.0001
0.00117215	1	0.0001
0.00117254	1	0.0001
0.00117356	1	0.0001
0.00117493	1	0.0001
0.00117502	1	0.0001
0.00117526	1	0.0001
0.00117526	1	0.0001
0.00117635	2	0.0002
0.00117658	1	0.0001
0.00117698	1	0.0001
0.0011787	1	0.0001
0.00118017	1	0.0001
0.0011805	1	0.0001
0.00118074	1	0.0001
0.00118213	1	0.0001
0.00118226	1	0.0001
0.00118238	1	0.0001
0.00118418	1	0.0001
0.00118442	1	0.0001
0.00118446	1	0.0001
0.00118532	1	0.0001
0.00118532	1	0.0001
0.00118606	1	0.0001
0.00118729	1	0.0001
0.00118729	1	0.0001
0.00118729	1	0.0001
0.00118753	2	0.0002
0.00118778	1	0.0001
0.00118925	1	0.0001
0.00119016	1	0.0001
0.00119046	1	0.0001
0.00119105	1	0.0001
0.00119121	1	0.0001
0.00119219	1	0.0001
0.00119219	1	0.0001
0.00119221	1	0.0001
0.00119433	1	0.0001
0.00119516	1	0.0001
0.00119522	1	0.0001
0.00119588	1	0.0001
0.0011971	1	0.0001
0.00119736	1	0.0001
0.00119759	1	0.0001
0.00119784	1	0.0001
0.00119784	1	0.0001
0.00119886	1	0.0001
0.00119907	1	0.0001
0.0011991	1	0.0001
0.00120063	1	0.0001
0.00120078	1	0.0001
0.00120087	1	0.0001
0.00120138	1	0.0001
0.00120196	1	0.0001
0.0012025	1	0.0001
0.00120259	1	0.0001
0.00120275	1	0.0001
0.00120292	1	0.0001
0.00120365	1	0.0001
0.00120422	1	0.0001
0.00120455	1	0.0001
0.00120479	1	0.0001
0.00120643	2	0.0002
0.0012071	3	0.0003
0.00120765	1	0.0001
0.0012079	1	0.0001
0.00120893	1	0.0001
0.00120937	1	0.0001
0.00121109	1	0.0001
0.00121404	1	0.0001
0.0012151	1	0.0001
0.00121567	1	0.0001
0.001216	1	0.0001
0.00121624	1	0.0001
0.0012165	1	0.0001
0.00121797	1	0.0001
0.0012187	1	0.0001
0.0012192	1	0.0001
0.00121968	2	0.0002
0.00122032	1	0.0001
0.00122033	1	0.0001
0.00122042	1	0.0001
0.00122059	1	0.0001
0.00122081	1	0.0001
0.00122156	2	0.0002
0.00122288	1	0.0001
0.00122295	1	0.0001
0.00122422	1	0.0001
0.00122508	3	0.0003
0.00122761	1	0.0001
0.00122802	1	0.0001
0.00122847	1	0.0001
0.00122851	1	0.0001
0.00122999	1	0.0001
0.00123147	1	0.0001
0.0012317	1	0.0001
0.0012322	1	0.0001
0.00123572	1	0.0001
0.00123686	1	0.0001
0.0012371	1	0.0001
0.0012384	1	0.0001
0.00123882	1	0.0001
0.001239	1	0.0001
0.001241	1	0.0001
0.00124422	1	0.0001
0.00124471	1	0.0001
0.00124559	1	0.0001
0.00124582	1	0.0001
0.00124609	1	0.0001
0.00124908	1	0.0001
0.00124946	1	0.0001
0.00124962	1	0.0001
0.00125127	1	0.0001
0.00125272	1	0.0001
0.00125282	1	0.0001
0.00125301	1	0.0001
0.00125306	1	0.0001
0.00125338	1	0.0001
0.00125404	1	0.0001
0.00125404	1	0.0001
0.00125404	1	0.0001
0.00125501	1	0.0001
0.0012551	1	0.0001
0.00125552	1	0.0001
0.00125575	2	0.0002
0.001256	1	0.0001
0.00125772	1	0.0001
0.00125782	1	0.0001
0.00125796	1	0.0001
0.00125805	1	0.0001
0.00125818	1	0.0001
0.00125829	1	0.0001
0.00125919	1	0.0001
0.00125992	1	0.0001
0.00126034	1	0.0001
0.00126091	1	0.0001
0.0012614	1	0.0001
0.00126238	1	0.0001
0.00126239	1	0.0001
0.00126287	2	0.0002
0.00126312	1	0.0001
0.00126397	1	0.0001
0.00126483	1	0.0001
0.00126582	1	0.0001
