# dynamic_c=1_k=2_n=250_b=-0.06_p=0.3
#
# N1	aoic	stdev
0	-1.03559	0.0688954
3	-1.00719	0.0989186
6	-0.967494	0.171741
9	-0.913676	0.274065
12	-0.836834	0.373251
15	-0.679488	0.548363
18	-0.464705	0.711664
21	-0.204436	0.794653
24	0.0844953	0.813532
27	0.412175	0.748142
30	0.711413	0.581307
33	0.906686	0.379783
36	0.979743	0.248027
39	1.02549	0.120116
42	1.04279	0.040209
45	1.04955	0.000512356
48	1.05419	0.000527644
51	1.05876	0.000553192
54	1.06335	0.000559961
57	1.06785	0.000584354
60	1.07233	0.000579693
63	1.07687	0.000579851
66	1.0813	0.000604927
69	1.0858	0.000600456
72	1.0902	0.000610476
75	1.09461	0.000608709
78	1.09902	0.000619757
81	1.10338	0.000610856
84	1.10771	0.000612611
87	1.11204	0.000611643
90	1.11633	0.000622085
93	1.12061	0.000647479
96	1.12492	0.000640726
99	1.12919	0.000662505
102	1.13338	0.000647727
105	1.13757	0.000602761
108	1.14179	0.00063308
111	1.14595	0.000619772
114	1.15013	0.000661846
117	1.15424	0.000600591
120	1.1584	0.000614591
123	1.16247	0.000626019
126	1.1666	0.000608449
129	1.17067	0.000627793
132	1.17472	0.000618522
135	1.17877	0.000586365
138	1.18279	0.000579132
141	1.18682	0.000571763
144	1.19083	0.00057297
147	1.19479	0.000571488
150	1.19873	0.000546535
