# dynamic_c=1_k=2_n=250_b=-0.06_p=0.5
#
# N1	aoic	stdev
0	-1.02193	0.179529
3	-1.01198	0.167425
6	-0.942472	0.36208
9	-0.862455	0.456012
12	-0.769035	0.548641
15	-0.663525	0.638122
18	-0.405358	0.815381
21	-0.125401	0.903582
24	0.178002	0.909
27	0.457017	0.832681
30	0.702383	0.681886
33	0.834495	0.547786
36	0.967161	0.332158
39	1.03049	0.126627
42	1.03581	0.11882
45	1.04807	0.0500444
48	1.05426	0.000547509
51	1.05887	0.000582413
54	1.06342	0.000570282
57	1.06797	0.000600176
60	1.0725	0.000584397
63	1.07699	0.000600424
66	1.08146	0.000618222
69	1.08594	0.000634526
72	1.09035	0.000613399
75	1.09475	0.000626597
78	1.09917	0.000635756
81	1.10352	0.000626931
84	1.10786	0.000607974
87	1.11221	0.000612083
90	1.11654	0.000607389
93	1.12081	0.000621278
96	1.12507	0.000603405
99	1.12928	0.000605717
102	1.13352	0.000612469
105	1.13772	0.000621025
108	1.14195	0.000628784
111	1.14613	0.000593278
114	1.15028	0.000613264
117	1.15443	0.000572102
120	1.15853	0.00059939
123	1.16264	0.00058087
126	1.16669	0.000587544
129	1.17077	0.000596624
132	1.17485	0.000592802
135	1.17891	0.000583525
138	1.18288	0.000565768
141	1.18692	0.000585086
144	1.19091	0.000548338
147	1.19485	0.0005541
150	1.19883	0.000530359
