0	-0.818246	0.0270431
0.002	-0.779209	0.0212083
0.004	-0.717388	0.0319065
0.006	-0.776778	0.0109306
0.008	-0.771782	0.0184577
0.01	-0.546697	0.0937423
0.012	-0.708969	0.0154047
0.014	-0.731996	0.016128
0.016	-0.607384	0.0242622
0.018	-0.649182	0.0037964
0.02	-0.633366	0.0321254
0.022	-0.536669	0.0228043
0.024	-0.469443	0.0207169
0.026	-0.499613	0.0185518
0.028	-0.485486	0.05231
0.03	-0.497842	0.0469344
0.032	-0.465735	0.0336187
0.034	-0.508463	0.0268532
0.036	-0.439802	0.0164504
0.038	-0.395934	0.0615833
0.04	-0.406376	0.0526086
0.042	-0.41225	0.0323459
0.044	-0.333674	0.0216038
0.046	-0.325493	0.0340557
0.048	-0.355984	0.0278634
0.05	-0.309686	0.0251495
0.052	-0.276296	0.0256926
0.054	-0.276537	0.0217791
0.056	-0.236251	0.0461318
0.058	-0.104091	0.0173629
0.06	-0.208337	0.0544483
0.062	-0.164385	0.0257658
0.064	-0.123995	0.0359001
0.066	-0.0691195	0.0756163
0.068	-0.116274	0.0282731
0.07	-0.0741861	0.0215607
0.072	0.0724717	0.0619055
0.074	-0.0144434	0.0443631
0.076	-0.134414	0.0266776
0.078	-0.0560017	0.0408514
0.08	0.0449096	0.0539488
0.082	0.121254	0.0539679
0.084	0.157809	0.0321951
0.086	0.0982948	0.0585848
0.088	0.228593	0.0266055
0.09	0.189477	0.0162182
0.092	0.28256	0.0399818
0.094	0.259797	0.022406
0.096	0.209639	0.0176279
0.098	0.244556	0.0643219
0.1	0.295874	0.0127435
0.102	0.137573	0.0423766
0.104	0.354047	0.0179773
0.106	0.408028	0.0246963
0.108	0.277363	0.0351085
0.11	0.421957	0.0100343
0.112	0.369947	0.0190305
0.114	0.518651	0.0282908
0.116	0.39397	0.0272046
0.118	0.450332	0.0211429
0.12	0.349264	0.0147104
0.122	0.402801	0.013751
0.124	0.44144	0.0492128
0.126	0.527608	0.0087761
0.128	0.496758	0.0162299
0.13	0.460871	0.0131758
0.132	0.488596	0.0388637
0.134	0.517915	0.0216407
0.136	0.580482	0.0068452
0.138	0.545235	0.0225135
0.14	0.65422	0.0235751
0.142	0.67586	0.0428944
0.144	0.576732	0.0229549
0.146	0.545994	0.0221559
0.148	0.62623	0.0147782
0.15	0.576358	0.0247866
0.152	0.672432	0.0151599
0.154	0.704266	0.013146
0.156	0.662811	0.00894578
0.158	0.778598	0.00889308
0.16	0.706106	0.0283947
0.162	0.686822	0.0163668
0.164	0.676826	0.00984707
0.166	0.781273	0.0102045
0.168	0.757365	0.0141417
0.17	0.760435	0.0118434
0.172	0.717846	0.00963136
0.174	0.801793	0.0128116
0.176	0.837979	0.00659942
0.178	0.834382	0.00649891
0.18	0.78177	0.016248
0.182	0.850921	0.0110304
0.184	0.837883	0.00554021
0.186	0.8464	0.00808632
0.188	0.905945	0.00535794
0.19	0.829713	0.00643058
0.192	0.837805	0.00245253
0.194	0.829491	0.00544463
0.196	0.888465	0.0107124
0.198	0.881142	0.00581043
0.2	0.895673	0.00810526
0.202	0.901814	0.00279952
0.204	0.937136	0.00358856
0.206	0.864721	0.00724997
0.208	0.909687	0.00339924
0.21	0.871396	0.0153652
0.212	0.929535	0.00577728
0.214	0.949973	0.00289166
0.216	0.937959	0.0036521
0.218	0.958238	0.00178111
0.22	0.941214	0.00582337
0.222	0.965905	0.0028924
0.224	0.949825	0.005252
0.226	0.930021	0.00690487
0.228	0.949366	0.00189154
0.23	0.956278	0.00223104
0.232	0.998907	0.00156203
0.234	0.979772	0.000855039
0.236	0.960891	0.00232444
0.238	0.964986	0.0055186
0.24	1.00683	0.000584641
0.242	0.98576	0.000869788
0.244	0.986731	0.0020809
0.246	0.97936	0.00200496
0.248	1.03303	0.000797834
0.25	1.00502	0.000834261
0.252	0.983831	0.00250446
0.254	1.01784	0.00116532
0.256	0.994562	0.000873602
0.258	1.03259	0.000866443
0.26	1.01869	0.000862612
0.262	1.04682	0.000587607
0.264	1.04558	0.000923974
0.266	1.02386	0.00106793
0.268	1.03767	0.00120018
0.27	1.02554	0.000682517
0.272	1.06127	0.000610303
0.274	1.04962	0.000429455
0.276	1.05402	0.000182284
0.278	1.04492	0.000548908
0.28	1.01681	0.00169356
0.282	1.0587	0.000409436
0.284	1.04856	0.000809693
0.286	1.05429	0.000914314
0.288	1.05456	0.00103875
0.29	1.04125	0.000841074
0.292	1.06259	0.000642479
0.294	1.04397	0.0012158
0.296	1.05677	0.00075287
0.298	1.05717	0.000909743
0.3	1.05933	0.000641262
0.302	1.06636	0.000566432
0.304	1.07538	0.000687603
0.306	1.07788	0.00016761
0.308	1.07087	0.000513697
0.31	1.06998	0.000424032
0.312	1.08105	0.000130315
0.314	1.07809	0.000255582
0.316	1.08317	0.000164524
0.318	1.08318	0.000228877
0.32	1.07796	0.000846781
0.322	1.08748	0.000145002
0.324	1.08505	0.000175003
0.326	1.09231	6.04171e-005
0.328	1.08841	0.000269708
0.33	1.08461	0.000356423
0.332	1.09381	0.000103914
