# dynamic_c=1_k=2_n=250_b=-0.06_p=0.1
#
# N1	aoic	stdev
0	-1.02643	0.0380012
3	-0.964459	0.0927704
6	-0.891858	0.10683
9	-0.793181	0.146659
12	-0.664353	0.177512
15	-0.54546	0.200096
18	-0.401976	0.225381
21	-0.251768	0.239738
24	-0.114046	0.249409
27	0.0357903	0.265737
30	0.171244	0.260116
33	0.290615	0.248189
36	0.412621	0.235399
39	0.51137	0.215066
42	0.62158	0.201386
45	0.680104	0.187874
48	0.761528	0.173226
51	0.826086	0.149351
54	0.888302	0.128184
57	0.927061	0.113646
60	0.963669	0.0941783
63	0.991446	0.08496
66	1.02008	0.0678186
69	1.03747	0.0582895
72	1.05431	0.0474446
75	1.06639	0.0390881
78	1.07815	0.0322285
81	1.08598	0.0290778
84	1.09516	0.0256784
87	1.10299	0.020684
90	1.10871	0.0188217
93	1.1152	0.0142249
96	1.12124	0.0112931
99	1.12629	0.00895325
102	1.13103	0.00811552
105	1.13532	0.00919427
108	1.1403	0.00576261
111	1.1446	0.00587974
114	1.14882	0.0060538
117	1.15343	0.00432407
120	1.15787	0.00215773
123	1.1618	0.00363938
126	1.16588	0.00338663
129	1.17023	0.00222926
132	1.17432	0.00203677
135	1.17838	0.00110595
138	1.18245	0.00138383
141	1.18657	0.000627516
144	1.19055	0.00113591
147	1.19454	0.000635486
150	1.1985	0.00105533
