# dynamic_c=1_k=2_n=250_b=-0.02_p=0.7
#
# N1	aoic	stdev
0	-0.582902	0.829934
3	-0.352839	0.934437
6	-0.119743	0.979387
9	0.119075	0.974005
12	0.426516	0.889776
15	0.625782	0.773306
18	0.797582	0.614771
21	0.92408	0.432517
24	0.988632	0.290098
27	1.01734	0.202914
30	1.03994	0.0960529
33	1.04803	0.0545039
36	1.05431	0.000511939
39	1.05878	0.000533228
42	1.06326	0.000550357
45	1.06772	0.000556004
48	1.07215	0.000568149
51	1.07659	0.000567136
54	1.08095	0.000551899
57	1.08533	0.000580549
60	1.08965	0.000573851
63	1.09394	0.000578495
66	1.09828	0.000577032
69	1.10259	0.000586046
72	1.10687	0.000576238
75	1.11112	0.000572214
78	1.11535	0.000608142
81	1.11954	0.000586767
84	1.12374	0.000612713
87	1.12789	0.000573908
90	1.13204	0.000591066
93	1.13619	0.000601675
96	1.14026	0.00060337
99	1.14442	0.000575077
102	1.14847	0.000589341
105	1.15256	0.000564257
108	1.15662	0.000572199
111	1.16064	0.00058994
114	1.16465	0.000575786
117	1.16866	0.000571132
120	1.17264	0.000581949
123	1.17662	0.00055695
126	1.18054	0.000568645
129	1.18446	0.000534617
132	1.18843	0.000547997
135	1.19232	0.000507269
138	1.19622	0.000515093
141	1.2001	0.000529027
144	1.20398	0.000520527
147	1.20779	0.000526774
150	1.21165	0.000513355
